,name,RA,DEC,Equinox
6280,NGC6027,15:59:12.0,+20:43:47,2000
6281,NGC6027,15:59:12.0,+20:43:47,2000
6282,NGC6027,15:59:12.0,+20:45:47,2000
6283,NGC6027,15:59:12.0,+20:42:47,2000
6284,NGC6027,15:59:18.0,+20:43:47,2000
6285,NGC6028,16:01:24.7,+19:20:51,2000
6286,NGC6029,16:01:58.5,+12:33:52,2000
6287,NGC6030,16:01:49.5,+17:57:52,2000
6288,NGC6031,16:07:39.5,-54:02:58,2000
6289,NGC6032,16:02:59.8,+20:57:54,2000
6290,NGC6033,16:04:24.0,-02:08:03,2000
6291,NGC6034,16:03:25.9,+17:11:55,2000
6292,NGC6035,16:03:23.8,+20:53:55,2000
6293,NGC6036,16:04:27.0,+03:51:57,2000
6294,NGC6037,16:04:27.0,+03:47:57,2000
6295,NGC6038,16:02:36.7,+37:20:54,2000
6296,NGC6039,16:04:19.6,+17:44:57,2000
6297,NGC6040,16:04:19.6,+17:44:57,2000
6298,NGC6041,16:04:31.6,+17:42:57,2000
6299,NGC6042,16:04:37.6,+17:41:57,2000
6300,NGC6043,16:04:55.5,+17:46:58,2000
6301,NGC6044,16:04:55.5,+17:51:58,2000
6302,NGC6045,16:05:07.6,+17:44:58,2000
6303,NGC6046,16:04:54.7,+19:20:58,2000
6304,NGC6047,16:05:07.6,+17:43:58,2000
6305,NGC6048,15:57:36.7,+70:41:45,2000
6306,NGC6049,16:05:42.8,+08:05:59,2000
6307,NGC6050,16:05:19.5,+17:45:59,2000
6308,NGC6051,16:04:57.9,+23:55:58,2000
6309,NGC6052,16:05:12.0,+20:31:58,2000
6310,NGC6053,16:05:37.4,+18:03:59,2000
6311,NGC6054,16:05:25.5,+17:46:59,2000
6312,NGC6055,16:05:31.3,+18:09:59,2000
6313,NGC6056,16:05:31.4,+17:57:59,2000
6314,NGC6057,16:05:37.3,+18:09:59,2000
6315,NGC6058,16:04:33.8,+40:40:57,2000
6316,NGC6059,16:07:08.2,-06:24:58,2000
6317,NGC6060,16:05:53.4,+21:30:00,2000
6318,NGC6061,16:06:13.3,+18:15:00,2000
6319,NGC6062,16:06:18.4,+19:47:01,2000
6320,NGC6063,16:07:12.8,+07:58:02,2000
6321,NGC6064,16:06:59.9,+20:33:02,2000
6322,NGC6065,16:07:27.7,+13:52:03,2000
6323,NGC6066,16:07:39.6,+13:56:03,2000
6324,NGC6067,16:13:16.2,-54:12:47,2000
6325,NGC6068,15:55:25.3,+78:59:42,2000
6326,NGC6068,15:54:49.5,+78:59:41,2000
6327,NGC6069,16:07:41.1,+38:55:03,2000
6328,NGC6070,16:09:58.6,+00:42:07,2000
6329,NGC6070,16:10:04.5,+00:45:08,2000
6330,NGC6070,16:10:10.5,+00:46:08,2000
6331,NGC6071,16:01:06.4,+70:36:52,2000
6332,NGC6072,16:12:56.7,-36:14:47,2000
6333,NGC6073,16:10:08.0,+16:42:08,2000
6334,NGC6074,16:11:21.4,+14:15:10,2000
6335,NGC6075,16:11:21.7,+23:57:10,2000
6336,NGC6076,16:11:07.9,+26:52:10,2000
6337,NGC6077,16:11:07.8,+26:56:10,2000
6338,NGC6078,16:12:03.4,+14:12:12,2000
6339,NGC6079,16:04:33.7,+69:41:58,2000
6340,NGC6080,16:13:03.8,+02:10:13,2000
6341,NGC6081,16:12:59.7,+09:52:13,2000
6342,NGC6082,16:15:37.3,-34:14:42,2000
6343,NGC6083,16:13:15.4,+14:10:14,2000
6344,NGC6084,16:14:13.4,+17:45:16,2000
6345,NGC6085,16:12:30.2,+29:22:13,2000
6346,NGC6086,16:12:30.1,+29:30:13,2000
6347,NGC6087,16:18:53.0,-57:54:36,2000
6348,NGC6088,16:10:42.4,+57:28:10,2000
6349,NGC6088,16:10:42.4,+57:28:10,2000
6350,NGC6089,16:12:39.6,+33:02:13,2000
6351,NGC6090,16:11:38.2,+52:27:11,2000
6352,NGC6092,16:12:43.1,+27:58:13,2000
6353,NGC6093,16:17:05.7,-22:59:39,2000
6354,NGC6094,16:06:37.5,+72:30:03,2000
6355,NGC6095,16:11:04.7,+61:16:11,2000
6356,NGC6096,16:14:44.0,+26:34:17,2000
6357,NGC6097,16:14:19.9,+35:06:16,2000
6358,NGC6098,16:15:36.3,+19:27:19,2000
6359,NGC6099,16:15:36.3,+19:27:19,2000
6360,NGC6100,16:16:58.5,+00:48:21,2000
6361,NGC6101,16:25:40.0,-72:12:24,2000
6362,NGC6102,16:15:36.9,+28:09:19,2000
6363,NGC6103,16:15:40.2,+31:57:19,2000
6364,NGC6104,16:16:31.3,+35:42:21,2000
6365,NGC6105,16:17:02.0,+34:52:22,2000
6366,NGC6106,16:18:49.0,+07:24:25,2000
6367,NGC6107,16:17:14.0,+34:53:22,2000
6368,NGC6108,16:17:19.8,+35:07:22,2000
6369,NGC6109,16:17:31.9,+34:59:23,2000
6370,NGC6110,16:17:37.8,+35:05:23,2000
6371,NGC6111,16:14:31.3,+62:32:17,2000
6372,NGC6112,16:17:55.7,+35:06:23,2000
6373,NGC6113,16:19:09.3,+14:07:25,2000
6374,NGC6114,16:18:19.7,+35:10:24,2000
6375,NGC6115,16:24:25.9,-51:57:25,2000
6376,NGC6116,16:18:49.7,+35:09:25,2000
6377,NGC6117,16:19:18.1,+37:05:26,2000
6378,NGC6117,16:19:24.1,+37:05:26,2000
6379,NGC6118,16:21:54.1,-02:17:29,2000
6380,NGC6119,16:19:41.5,+37:48:27,2000
6381,NGC6120,16:19:47.5,+37:46:27,2000
6382,NGC6121,16:23:38.1,-26:30:26,2000
6383,NGC6122,16:20:11.4,+37:48:28,2000
6384,NGC6123,16:17:14.4,+61:56:23,2000
6385,NGC6124,16:25:37.2,-40:41:22,2000
6386,NGC6125,16:18:53.3,+57:36:26,2000
6387,NGC6126,16:21:24.6,+36:22:30,2000
6388,NGC6127,16:19:10.6,+57:58:26,2000
6389,NGC6128,16:19:16.6,+57:59:27,2000
6390,NGC6129,16:21:47.2,+37:58:31,2000
6391,NGC6130,16:19:29.2,+57:37:27,2000
6392,NGC6131,16:21:58.4,+38:55:31,2000
6393,NGC6131,16:21:58.4,+38:53:31,2000
6394,NGC6132,16:23:40.6,+11:47:34,2000
6395,NGC6133,16:20:06.9,+56:40:28,2000
6396,NGC6134,16:27:46.4,-49:10:18,2000
6397,NGC6135,16:19:00.4,+64:54:26,2000
6398,NGC6136,16:20:50.0,+55:57:30,2000
6399,NGC6137,16:23:05.2,+37:55:34,2000
6400,NGC6137,16:23:05.2,+37:58:34,2000
6401,NGC6138,16:24:56.3,+41:01:37,2000
6402,NGC6139,16:27:41.6,-38:50:18,2000
6403,NGC6140,16:20:58.7,+65:22:30,2000
6404,NGC6141,16:25:08.4,+40:54:38,2000
6405,NGC6142,16:23:23.8,+37:15:34,2000
6406,NGC6143,16:21:45.4,+55:04:31,2000
6407,NGC6144,16:27:13.9,-26:02:19,2000
6408,NGC6145,16:25:02.4,+40:55:38,2000
6409,NGC6146,16:25:14.5,+40:52:38,2000
6410,NGC6147,16:25:02.5,+40:53:38,2000
6411,NGC6148,16:27:03.2,+24:04:41,2000
6412,NGC6149,16:27:24.0,+19:35:42,2000
6413,NGC6150,16:25:50.8,+40:29:39,2000
6414,NGC6150,16:25:44.8,+40:26:39,2000
6415,NGC6151,16:38:18.6,-73:14:58,2000
6416,NGC6152,16:32:45.4,-52:37:08,2000
6417,NGC6153,16:31:25.1,-40:14:11,2000
6418,NGC6154,16:25:34.7,+49:50:39,2000
6419,NGC6155,16:26:06.5,+48:21:40,2000
6420,NGC6156,16:34:48.0,-60:36:04,2000
6421,NGC6157,16:25:44.6,+55:21:39,2000
6422,NGC6158,16:27:45.7,+39:23:43,2000
6423,NGC6159,16:27:24.6,+42:40:42,2000
6424,NGC6160,16:27:38.3,+40:55:43,2000
6425,NGC6161,16:28:15.1,+32:48:44,2000
6426,NGC6162,16:28:21.1,+32:51:44,2000
6427,NGC6163,16:28:27.1,+32:51:44,2000
6428,NGC6164,16:33:57.5,-48:06:06,2000
6429,NGC6165,16:33:57.5,-48:06:06,2000
6430,NGC6166,16:28:39.5,+39:33:45,2000
6431,NGC6166,16:28:33.5,+39:31:45,2000
6432,NGC6166,16:28:57.5,+39:33:45,2000
6433,NGC6166,16:28:27.5,+39:34:44,2000
6434,NGC6166,16:28:33.5,+39:33:45,2000
6435,NGC6167,16:34:23.4,-49:36:05,2000
6436,NGC6168,16:31:23.6,+20:11:50,2000
6437,NGC6169,16:34:05.0,-44:03:05,2000
6438,NGC6170,16:27:00.7,+59:34:42,2000
6439,NGC6171,16:32:30.1,-13:02:08,2000
6440,NGC6172,16:32:05.7,-01:29:09,2000
6441,NGC6173,16:29:44.3,+40:48:47,2000
6442,NGC6174,16:29:44.3,+40:50:47,2000
6443,NGC6175,16:29:56.5,+40:38:47,2000
6444,NGC6176,16:27:30.6,+59:34:43,2000
6445,NGC6177,16:30:37.3,+35:03:49,2000
6446,NGC6178,16:35:42.7,-45:37:02,2000
6447,NGC6179,16:30:43.2,+35:06:49,2000
6448,NGC6180,16:30:32.5,+40:33:49,2000
6449,NGC6181,16:32:23.8,+19:49:52,2000
6450,NGC6182,16:29:32.0,+55:30:47,2000
6451,NGC6183,16:41:34.3,-69:22:51,2000
6452,NGC6184,16:31:32.4,+40:34:51,2000
6453,NGC6185,16:33:12.9,+35:19:54,2000
6454,NGC6186,16:34:22.7,+21:32:56,2000
6455,NGC6187,16:31:33.9,+57:42:51,2000
6456,NGC6188,16:41:46.0,-48:05:50,2000
6457,NGC6189,16:31:36.1,+59:38:51,2000
6458,NGC6190,16:32:02.5,+58:26:52,2000
6459,NGC6191,16:32:01.8,+58:47:52,2000
6460,NGC6192,16:40:22.6,-43:22:53,2000
6461,NGC6193,16:41:22.8,-48:45:51,2000
6462,NGC6194,16:36:36.1,+36:11:01,2000
6463,NGC6195,16:36:33.6,+39:02:01,2000
6464,NGC6196,16:37:54.2,+36:04:04,2000
6465,NGC6197,16:37:48.2,+36:03:03,2000
6466,NGC6198,16:35:28.0,+57:30:59,2000
6467,NGC6199,16:38:00.2,+35:59:04,2000
6468,NGC6200,16:44:15.3,-47:28:45,2000
6469,NGC6201,16:40:09.1,+23:45:08,2000
6470,NGC6202,16:36:12.4,+61:57:01,2000
6471,NGC6203,16:40:21.1,+23:46:08,2000
6472,NGC6204,16:46:26.9,-47:01:40,2000
6473,NGC6205,16:41:41.7,+36:27:11,2000
6474,NGC6206,16:40:07.4,+58:38:09,2000
6475,NGC6207,16:43:05.3,+36:50:14,2000
6476,NGC6208,16:49:30.4,-53:49:34,2000
6477,NGC6209,16:55:04.7,-72:32:23,2000
6478,NGC6210,16:44:33.0,+23:47:17,2000
6479,NGC6211,16:41:27.0,+57:47:11,2000
6480,NGC6212,16:43:20.7,+39:48:15,2000
6481,NGC6213,16:41:32.9,+57:50:12,2000
6482,NGC6214,16:39:30.4,+66:01:08,2000
6483,NGC6215,16:51:04.0,-59:00:31,2000
6484,NGC6215,16:52:33.9,-58:55:28,2000
6485,NGC6216,16:49:24.4,-44:43:34,2000
6486,NGC6217,16:32:36.1,+78:11:55,2000
6487,NGC6218,16:47:12.0,-01:57:38,2000
6488,NGC6219,16:46:17.9,+09:02:20,2000
6489,NGC6220,16:47:11.1,-00:16:38,2000
6490,NGC6221,16:52:52.5,-59:12:27,2000
6491,NGC6222,16:50:42.5,-44:44:31,2000
6492,NGC6223,16:43:06.7,+61:34:15,2000
6493,NGC6224,16:48:13.4,+06:18:24,2000
6494,NGC6225,16:48:19.5,+06:13:25,2000
6495,NGC6226,16:43:29.6,+61:58:16,2000
6496,NGC6227,16:51:38.9,-41:13:29,2000
6497,NGC6228,16:48:01.3,+26:12:24,2000
6498,NGC6229,16:47:00.3,+47:31:22,2000
6499,NGC6230,16:50:38.4,+04:35:29,2000
6500,NGC6231,16:54:15.5,-41:47:24,2000
6501,NGC6232,16:43:17.1,+70:38:16,2000
6502,NGC6233,16:50:09.0,+23:34:29,2000
6503,NGC6234,16:51:56.5,+04:22:32,2000
6504,NGC6235,16:53:24.0,-22:09:25,2000
6505,NGC6236,16:44:34.1,+70:47:18,2000
6506,NGC6237,16:46:29.9,+70:23:22,2000
6507,NGC6238,16:47:10.9,+62:08:23,2000
6508,NGC6239,16:50:05.5,+42:43:29,2000
6509,NGC6240,16:53:03.6,+02:24:34,2000
6510,NGC6241,16:50:08.6,+45:24:29,2000
6511,NGC6242,16:55:37.4,-39:29:21,2000
6512,NGC6243,16:52:27.1,+23:20:33,2000
6513,NGC6244,16:48:04.7,+62:11:25,2000
6514,NGC6245,16:45:27.9,+70:48:20,2000
6515,NGC6246,16:50:12.8,+55:22:29,2000
6516,NGC6246,16:49:54.5,+55:32:29,2000
6517,NGC6247,16:48:14.6,+62:58:26,2000
6518,NGC6248,17:16:43.6,+69:24:26,2000
6519,NGC6249,16:57:36.8,-44:46:17,2000
6520,NGC6250,16:57:56.0,-45:47:16,2000
6521,NGC6251,16:32:36.6,+82:32:56,2000
6522,NGC6252,16:32:29.0,+82:35:56,2000
6523,NGC6253,16:59:05.2,-52:42:14,2000
6524,NGC6254,16:57:07.2,-04:06:17,2000
6525,NGC6255,16:54:47.2,+36:30:39,2000
6526,NGC6256,16:59:35.3,-37:06:12,2000
6527,NGC6257,16:56:02.3,+39:38:41,2000
6528,NGC6258,16:52:20.3,+60:32:34,2000
6529,NGC6259,17:00:42.8,-44:40:10,2000
6530,NGC6260,16:51:48.3,+63:42:33,2000
6531,NGC6261,16:56:29.9,+27:59:42,2000
6532,NGC6262,16:53:33.8,+56:55:36,2000
6533,NGC6263,16:56:42.0,+27:49:42,2000
6534,NGC6264,16:57:17.9,+27:51:44,2000
6535,NGC6265,16:57:29.9,+27:50:44,2000
6536,NGC6266,17:01:17.7,-30:07:09,2000
6537,NGC6267,16:58:09.3,+22:58:45,2000
6538,NGC6268,17:02:01.8,-39:43:07,2000
6539,NGC6269,16:57:59.9,+27:51:45,2000
6540,NGC6270,16:58:42.1,+27:37:47,2000
6541,NGC6271,16:58:47.8,+27:58:47,2000
6542,NGC6272,16:58:53.9,+27:55:47,2000
6543,NGC6273,17:02:32.9,-26:15:06,2000
6544,NGC6274,16:59:22.4,+29:56:48,2000
6545,NGC6275,16:55:25.2,+63:15:41,2000
6546,NGC6276,17:00:15.2,+23:06:50,2000
6547,NGC6277,17:00:45.2,+23:02:51,2000
6548,NGC6278,17:00:51.2,+23:00:51,2000
6549,NGC6279,16:59:00.1,+47:13:48,2000
6550,NGC6280,17:01:55.2,+06:39:53,2000
6551,NGC6281,17:04:48.2,-37:53:01,2000
6552,NGC6282,17:00:46.4,+29:49:51,2000
6553,NGC6283,16:59:26.6,+49:55:49,2000
6554,NGC6284,17:04:31.9,-24:45:02,2000
6555,NGC6285,16:58:23.4,+58:58:47,2000
6556,NGC6286,16:58:35.4,+58:57:47,2000
6557,NGC6287,17:05:06.5,-22:42:01,2000
6558,NGC6288,16:57:31.4,+68:26:45,2000
6559,NGC6289,16:57:49.1,+68:30:46,2000
6560,NGC6290,17:00:53.2,+58:59:52,2000
6561,NGC6291,17:00:53.3,+58:57:52,2000
6562,NGC6292,17:03:00.4,+61:02:56,2000
6563,NGC6293,17:10:15.2,-26:33:50,2000
6564,NGC6294,17:10:15.2,-26:33:50,2000
6565,NGC6295,17:03:08.1,+60:19:57,2000
6566,NGC6296,17:08:44.7,+03:53:08,2000
6567,NGC6297,17:03:33.9,+62:01:58,2000
6568,NGC6298,11:06:49.5,+61:51:53,2000
6569,NGC6299,17:05:02.7,+62:27:01,2000
6570,NGC6300,17:16:56.8,-62:49:36,2000
6571,NGC6301,17:08:35.3,+42:20:08,2000
6572,NGC6302,17:13:47.7,-37:06:42,2000
6573,NGC6303,17:05:05.2,+68:49:01,2000
6574,NGC6304,17:14:35.4,-29:27:40,2000
6575,NGC6305,17:18:05.9,-59:09:34,2000
6576,NGC6306,17:07:36.9,+60:44:06,2000
6577,NGC6307,17:07:36.8,+60:45:06,2000
6578,NGC6308,17:11:56.8,+23:22:15,2000
6579,NGC6309,17:14:00.4,-12:54:41,2000
6580,NGC6310,17:07:54.3,+60:59:07,2000
6581,NGC6311,17:10:35.9,+41:39:12,2000
6582,NGC6312,17:10:47.3,+42:17:12,2000
6583,NGC6313,17:10:22.3,+48:19:12,2000
6584,NGC6314,17:12:38.9,+23:16:16,2000
6585,NGC6315,17:12:44.9,+23:13:16,2000
6586,NGC6316,17:16:34.5,-28:08:36,2000
6587,NGC6317,17:09:19.3,+62:53:10,2000
6588,NGC6318,17:17:44.0,-39:27:34,2000
6589,NGC6319,17:09:37.0,+62:59:11,2000
6590,NGC6320,17:12:55.2,+40:16:17,2000
6591,NGC6321,17:14:28.8,+20:18:20,2000
6592,NGC6322,17:18:29.5,-42:57:32,2000
6593,NGC6323,17:13:15.6,+43:46:18,2000
6594,NGC6324,17:05:24.0,+75:25:03,2000
6595,NGC6325,17:18:01.4,-23:45:33,2000
6596,NGC6326,17:20:46.7,-51:45:28,2000
6597,NGC6327,17:13:57.7,+43:38:19,2000
6598,NGC6328,17:23:39.6,-64:59:22,2000
6599,NGC6329,17:14:15.7,+43:41:20,2000
6600,NGC6330,17:15:46.5,+29:23:23,2000
6601,NGC6331,17:03:29.5,+78:37:59,2000
6602,NGC6332,17:14:57.7,+43:39:21,2000
6603,NGC6333,17:19:09.9,-18:31:30,2000
6604,NGC6334,17:20:34.9,-36:04:28,2000
6605,NGC6335,17:20:30.0,-30:08:28,2000
6606,NGC6336,17:16:15.5,+43:48:24,2000
6607,NGC6337,17:22:13.1,-38:28:24,2000
6608,NGC6338,17:15:19.7,+57:25:23,2000
6609,NGC6339,17:17:06.6,+40:50:26,2000
6610,NGC6340,17:10:28.6,+72:18:13,2000
6611,NGC6341,17:17:10.2,+43:08:26,2000
6612,NGC6342,17:21:10.6,-19:34:26,2000
6613,NGC6343,17:17:18.4,+41:03:26,2000
6614,NGC6344,17:17:10.9,+42:27:26,2000
6615,NGC6345,17:15:19.8,+57:21:23,2000
6616,NGC6346,17:15:19.8,+57:19:23,2000
6617,NGC6347,17:19:55.1,+16:39:32,2000
6618,NGC6348,17:18:23.7,+41:39:29,2000
6619,NGC6349,17:19:05.0,+36:02:30,2000
6620,NGC6350,17:18:41.7,+41:41:29,2000
6621,NGC6351,17:19:11.0,+36:02:30,2000
6622,NGC6352,17:25:24.2,-48:28:17,2000
6623,NGC6353,17:21:13.7,+15:41:34,2000
6624,NGC6354,17:24:37.2,-38:32:19,2000
6625,NGC6355,17:24:03.3,-26:20:20,2000
6626,NGC6356,17:23:39.5,-17:48:21,2000
6627,NGC6357,17:24:39.3,-34:09:19,2000
6628,NGC6358,17:18:57.9,+52:36:30,2000
6629,NGC6359,17:17:57.7,+61:46:28,2000
6630,NGC6360,17:25:24.0,-30:00:17,2000
6631,NGC6361,17:18:36.6,+60:36:30,2000
6632,NGC6362,17:31:47.2,-67:03:04,2000
6633,NGC6363,17:22:42.2,+41:07:38,2000
6634,NGC6364,17:24:28.4,+29:23:42,2000
6635,NGC6365,17:22:44.5,+62:10:39,2000
6636,NGC6366,17:27:43.9,-05:04:12,2000
6637,NGC6367,17:25:09.4,+37:45:43,2000
6638,NGC6368,17:27:10.2,+11:32:47,2000
6639,NGC6369,17:29:19.5,-23:46:09,2000
6640,NGC6370,17:23:20.2,+56:59:40,2000
6641,NGC6371,17:27:12.5,+26:29:48,2000
6642,NGC6372,17:27:30.5,+26:27:48,2000
6643,NGC6373,17:24:16.0,+59:00:42,2000
6644,NGC6374,17:32:14.1,-32:36:02,2000
6645,NGC6375,17:29:19.3,+16:11:52,2000
6646,NGC6376,17:25:22.4,+58:49:44,2000
6647,NGC6377,17:25:22.4,+58:49:44,2000
6648,NGC6378,17:30:37.3,+06:16:55,2000
6649,NGC6379,17:30:37.3,+16:16:55,2000
6650,NGC6380,17:35:19.9,-39:03:56,2000
6651,NGC6381,17:27:13.6,+60:00:48,2000
6652,NGC6382,17:27:50.3,+56:51:50,2000
6653,NGC6383,17:34:38.2,-32:34:57,2000
6654,NGC6384,17:32:24.8,+07:03:59,2000
6655,NGC6385,17:28:00.9,+57:32:50,2000
6656,NGC6386,17:28:51.5,+52:43:52,2000
6657,NGC6387,17:28:24.9,+57:33:51,2000
6658,NGC6388,17:36:13.9,-44:44:54,2000
6659,NGC6389,17:32:43.2,+16:23:59,2000
6660,NGC6390,17:28:31.4,+60:05:51,2000
6661,NGC6391,17:28:52.2,+58:51:52,2000
6662,NGC6392,17:43:29.3,-69:45:39,2000
6663,NGC6393,17:30:20.4,+59:38:55,2000
6664,NGC6394,17:30:08.6,+59:31:55,2000
6665,NGC6395,17:26:28.4,+71:05:47,2000
6666,NGC6396,17:38:10.2,-34:59:50,2000
6667,NGC6397,17:40:50.2,-53:40:44,2000
6668,NGC6398,17:42:42.7,-61:40:40,2000
6669,NGC6399,17:31:50.4,+59:37:58,2000
6670,NGC6400,17:40:48.0,-36:55:44,2000
6671,NGC6401,17:38:37.7,-23:54:48,2000
6672,NGC6402,17:37:36.8,-03:16:50,2000
6673,NGC6403,17:43:12.8,-61:40:39,2000
6674,NGC6404,17:39:32.8,-33:14:46,2000
6675,NGC6405,17:40:01.9,-32:12:45,2000
6676,NGC6406,17:38:17.6,+18:50:11,2000
6677,NGC6407,17:44:52.4,-60:44:36,2000
6678,NGC6408,17:38:47.6,+18:52:13,2000
6679,NGC6409,17:36:36.3,+50:46:08,2000
6680,NGC6410,17:35:11.5,+60:49:06,2000
6681,NGC6411,17:35:35.5,+60:48:07,2000
6682,NGC6412,17:29:37.0,+75:41:55,2000
6683,NGC6413,17:40:39.5,+12:37:17,2000
6684,NGC6414,17:30:36.4,+74:22:57,2000
6685,NGC6415,17:44:22.3,-35:00:36,2000
6686,NGC6416,17:44:20.1,-32:21:36,2000
6687,NGC6417,17:41:44.3,+23:40:19,2000
6688,NGC6418,17:38:04.2,+58:43:12,2000
6689,NGC6419,17:35:54.2,+68:08:08,2000
6690,NGC6420,17:36:06.6,+68:01:08,2000
6691,NGC6421,17:45:45.2,-33:41:33,2000
6692,NGC6422,17:36:18.6,+68:02:08,2000
6693,NGC6423,17:36:42.1,+68:09:09,2000
6694,NGC6424,17:36:09.7,+69:59:08,2000
6695,NGC6425,17:46:55.4,-31:31:30,2000
6696,NGC6426,17:44:51.1,+03:10:26,2000
6697,NGC6427,17:43:37.1,+25:29:23,2000
6698,NGC6428,17:43:55.0,+25:32:24,2000
6699,NGC6429,17:44:01.2,+25:21:24,2000
6700,NGC6430,17:44:36.0,+18:09:25,2000
6701,NGC6431,17:44:19.0,+25:30:25,2000
6702,NGC6432,17:47:26.4,-24:53:29,2000
6703,NGC6433,17:43:58.0,+36:46:24,2000
6704,NGC6434,17:36:46.1,+72:05:10,2000
6705,NGC6435,17:40:06.7,+62:37:16,2000
6706,NGC6436,17:41:12.2,+60:27:19,2000
6707,NGC6437,17:49:04.7,-35:26:26,2000
6708,NGC6438,18:25:49.0,-85:25:13,2000
6709,NGC6438,18:26:18.9,-85:25:12,2000
6710,NGC6439,17:48:14.8,-16:29:27,2000
6711,NGC6440,17:48:53.3,-20:21:26,2000
6712,NGC6441,17:50:12.1,-37:02:23,2000
6713,NGC6442,17:46:52.3,+20:45:30,2000
6714,NGC6443,17:44:33.8,+48:05:26,2000
6715,NGC6444,17:50:16.2,-34:52:23,2000
6716,NGC6445,17:49:17.1,-20:00:25,2000
6717,NGC6446,17:46:05.1,+35:33:29,2000
6718,NGC6447,17:46:17.1,+35:33:29,2000
6719,NGC6448,17:44:19.8,+53:32:25,2000
6720,NGC6449,17:43:44.1,+56:47:24,2000
6721,NGC6450,17:47:29.7,+18:34:32,2000
6722,NGC6451,17:50:42.4,-30:12:22,2000
6723,NGC6452,17:47:58.2,+20:50:33,2000
6724,NGC6453,17:51:22.0,-34:37:21,2000
6725,NGC6454,17:44:58.1,+55:41:27,2000
6726,NGC6455,17:51:58.7,-35:23:19,2000
6727,NGC6456,17:42:26.3,+67:34:22,2000
6728,NGC6457,17:42:48.4,+66:28:23,2000
6729,NGC6458,17:49:10.3,+20:48:35,2000
6730,NGC6459,17:45:52.0,+55:45:29,2000
6731,NGC6460,17:49:34.3,+20:45:36,2000
6732,NGC6461,17:38:42.6,+73:30:14,2000
6733,NGC6462,17:44:44.6,+61:53:26,2000
6734,NGC6463,17:43:32.2,+67:35:24,2000
6735,NGC6464,17:45:47.1,+60:53:29,2000
6736,NGC6465,17:52:56.8,-25:23:17,2000
6737,NGC6466,17:48:11.1,+51:25:34,2000
6738,NGC6467,17:50:42.4,+17:32:39,2000
6739,NGC6468,17:50:42.4,+17:32:39,2000
6740,NGC6469,17:52:54.7,-22:20:17,2000
6741,NGC6470,17:44:08.2,+67:34:26,2000
6742,NGC6471,17:44:08.2,+67:34:26,2000
6743,NGC6472,17:44:14.1,+67:36:26,2000
6744,NGC6473,17:47:01.0,+57:19:31,2000
6745,NGC6474,17:46:55.0,+57:19:31,2000
6746,NGC6475,17:53:58.2,-34:48:15,2000
6747,NGC6476,17:53:47.6,-29:08:15,2000
6748,NGC6477,17:43:56.0,+67:37:25,2000
6749,NGC6478,17:48:41.5,+51:09:35,2000
6750,NGC6479,17:48:18.8,+54:09:34,2000
6751,NGC6480,17:54:36.6,-30:26:14,2000
6752,NGC6481,17:52:50.5,+04:09:43,2000
6753,NGC6482,17:51:44.7,+23:04:41,2000
6754,NGC6483,17:59:30.5,-63:40:04,2000
6755,NGC6484,17:51:43.7,+24:29:41,2000
6756,NGC6485,17:51:50.5,+31:27:41,2000
6757,NGC6486,17:52:33.8,+29:49:43,2000
6758,NGC6487,17:52:39.8,+29:50:43,2000
6759,NGC6488,17:49:19.6,+62:13:37,2000
6760,NGC6489,17:50:00.9,+60:05:38,2000
6761,NGC6490,17:54:29.9,+18:22:47,2000
6762,NGC6491,17:50:03.4,+61:31:38,2000
6763,NGC6492,18:02:45.5,-66:24:57,2000
6764,NGC6493,17:49:51.5,+61:29:38,2000
6765,NGC6493,17:50:03.4,+61:32:38,2000
6766,NGC6494,17:56:58.5,-19:01:08,2000
6767,NGC6495,17:54:47.9,+18:19:47,2000
6768,NGC6496,17:59:07.5,-44:13:04,2000
6769,NGC6497,17:51:14.3,+59:29:41,2000
6770,NGC6498,17:51:02.3,+59:28:40,2000
6771,NGC6499,17:55:17.8,+18:22:49,2000
6772,NGC6500,17:55:59.9,+18:20:50,2000
6773,NGC6501,17:56:05.8,+18:22:50,2000
6774,NGC6502,18:03:54.0,-65:24:54,2000
6775,NGC6503,17:49:26.6,+70:08:37,2000
6776,NGC6504,17:56:01.1,+33:11:50,2000
6777,NGC6505,17:51:15.6,+65:32:41,2000
6778,NGC6506,17:59:50.3,-24:39:02,2000
6779,NGC6507,17:59:39.4,-17:23:02,2000
6780,NGC6508,17:49:52.1,+72:01:38,2000
6781,NGC6509,17:59:25.3,+06:16:57,2000
6782,NGC6510,17:54:35.1,+60:49:48,2000
6783,NGC6511,17:54:59.2,+60:48:49,2000
6784,NGC6512,17:54:48.4,+62:38:49,2000
6785,NGC6513,17:59:31.4,+24:53:58,2000
6786,NGC6514,18:02:19.2,-23:01:57,2000
6787,NGC6515,17:57:24.1,+50:43:54,2000
6788,NGC6516,17:55:12.4,+62:39:49,2000
6789,NGC6517,18:01:52.2,-08:56:57,2000
6790,NGC6518,17:59:40.5,+28:51:58,2000
6791,NGC6519,18:03:24.1,-29:47:54,2000
6792,NGC6520,18:03:28.6,-27:53:54,2000
6793,NGC6521,17:55:48.5,+62:36:51,2000
6794,NGC6522,18:03:36.3,-30:01:54,2000
6795,NGC6523,18:03:08.1,-24:22:55,2000
6796,NGC6524,17:59:12.5,+45:54:58,2000
